text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic,session_id
I don’t understand.,student,3,0,,,,أنا لا أفهم.,انا لا افهم.,3,0.0,False,7
Okay.  Now I don’t understand.  How are you gonna help me out? You know what I mean?  How are you going to help me out? Okay.  You say you don’t understand okay.  Let’s go over here.  Let’s go – I’ll come around.  Okay.  What do you bring to the table?  I can’t hear you.,teacher,54,0,,,0.0,حسناً، الآن لا أفهم، كيف ستساعدني؟ أتفهمين ما أعنيه؟ كيف ستساعدني؟ حسناً، تقولين أنك لا تفهمين، حسناً، لنذهب إلى هنا، لنذهب، سأعود، حسناً، ماذا ستحضرين إلى الطاولة؟ لا أستطيع سماعك.,حسنا، الان لا افهم، كيف ستساعدني؟ اتفهمين ما اعنيه؟ كيف ستساعدني؟ حسنا، تقولين انك لا تفهمين، حسنا، لنذهب الي هنا، لنذهب، ساعود، حسنا، ماذا ستحضرين الي الطاوله؟ لا استطيع سماعك.,30,0.0,False,7
I know that Alexander ate one-sixth of the pepperoni pizza and five –,student,13,0,,0.0,,أنا أعرف أن ألكسندر أكلت ستة من البيتزا البيبيروني وخمسة,انا اعرف ان الكسندر اكلت سته من البيتزا البيبيروني وخمسه,10,0.1,True,7
"You know what I know how to read.  Okay, tell me what it is that you bring to the table.",teacher,20,0,0.0,,0.0,حسناً، أخبرني ما الذي تحضره إلى الطاولة,حسنا، اخبرني ما الذي تحضره الي الطاوله,7,0.0,False,7
I know that we’re trying to figure out –,student,9,0,,0.0,,أعلم أننا نحاول معرفة ذلك,اعلم اننا نحاول معرفه ذلك,5,0.0,False,7
I like that.  Now you’re trying to put it into your own words.,teacher,13,0,0.0,,0.0,يعجبني ذلك الآن تحاول أن تضعها بكلماتك,يعجبني ذلك الان تحاول ان تضعها بكلماتك,7,0.0,False,7
- how much she ate of both pizzas.,student,8,0,,0.0,,-كم أكلت من كلا البيتزا,-كم اكلت من كلا البيتزا,5,0.0,False,7
Okay.  So what else do you bring to the table?  What else do you know about that pizza?  I know that you did something. You underlined something.  Can you read what you underlined?,teacher,33,2,1.0,,1.0,حسناً، ما الذي أحضرته إلى الطاولة؟ ما الذي تعرفه عن تلك البيتزا؟ أعلم أنك فعلت شيئاً، أبرزت شيئاً، هل يمكنك قراءة ما أبرزته؟,حسنا، ما الذي احضرته الي الطاوله؟ ما الذي تعرفه عن تلك البيتزا؟ اعلم انك فعلت شيئا، ابرزت شيئا، هل يمكنك قراءه ما ابرزته؟,23,0.0,False,7
Same size.,student,2,0,,,,نفس الحجم,نفس الحجم,2,0.0,False,7
Okay.  Are you bringing something to the table by knowing that?,teacher,11,0,,,0.0,حسناً، هل تجلبين شيئاً إلى الطاولة بمعرفة ذلك؟,حسنا، هل تجلبين شيئا الي الطاوله بمعرفه ذلك؟,8,0.0,False,7
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,7
"So tell me something that you know, that you’re bringing to the table?",teacher,13,0,,,0.0,إذاً أخبرني بشيء تعرفه، الذي ستحضرينه إلى الطاولة؟,اذا اخبرني بشيء تعرفه، الذي ستحضرينه الي الطاوله؟,8,0.0,False,7
I know that I don’t have to worry about that the pepperoni pizza is small or big.,student,17,0,,0.0,,أعلم أنني لست مضطرة للقلق بشأن أن بيتزا البيبيروني صغيرة أو كبيرة,اعلم انني لست مضطره للقلق بشان ان بيتزا البيبيروني صغيره او كبيره,12,0.0,False,7
"Okay.  So okay, so you have all this information.  Where are you getting stuck?",teacher,14,0,0.0,,0.0,حسناً، حسناً، إذاً لديك كل هذه المعلومات,حسنا، حسنا، اذا لديك كل هذه المعلومات,7,0.0,False,7
That I’m getting stuck about I don’t know like what’s the whole number.,student,13,1,,0.0,,أنّي عالقة حول لا أعرف ما هو الرقم كله.,اني عالقه حول لا اعرف ما هو الرقم كله.,9,0.0,False,7
I can’t hear you.,teacher,4,0,0.0,,0.0,لا أستطيع سماعك,لا استطيع سماعك,3,0.0,False,7
I don’t know what’s the whole number and like how many pieces did he cut into.,student,16,1,,0.0,,لا أعرف ما هو العدد الكامل و كم قطعة قطعته,لا اعرف ما هو العدد الكامل و كم قطعه قطعته,10,0.0,False,7
Well let’s look at it.  How many pieces did he cut it into?,teacher,13,0,1.0,,0.0,دعونا نلقي نظرة على ذلك كم قطعة قطعتها؟,دعونا نلقي نظره علي ذلك كم قطعه قطعتها؟,8,0.0,False,7
Six.,student,1,0,,,,ستة.,سته.,1,0.0,False,7
I thought you said you didn’t know.  Okay.  How many pieces did he cut it here?,teacher,16,0,,,1.0,ظننتكِ قلتِ أنكِ لا تعرفين كم قطعة قطعتها هنا؟,ظننتك قلت انك لا تعرفين كم قطعه قطعتها هنا؟,9,0.0,False,7
Twelve.,student,1,0,,,,اثني عشر,اثني عشر,2,0.5,True,7
Okay so let’s look at this fraction right here.  What can you do with that fraction?  What could you do with that fraction right there?,teacher,25,3,,,1.0,حسناً دعونا نلقي نظرة على هذا الجزء هنا ماذا يمكن أن نفعل بهذا الجزء؟ ماذا يمكن أن نفعل بهذا الجزء هنا؟,حسنا دعونا نلقي نظره علي هذا الجزء هنا ماذا يمكن ان نفعل بهذا الجزء؟ ماذا يمكن ان نفعل بهذا الجزء هنا؟,21,0.0,False,7
Take one –,student,3,0,,,,خذ واحداً,خذ واحدا,2,0.0,False,7
Look – you said take?  So how much – so you’re saying you gotta subtract?,teacher,15,1,,,0.0,انظر  قلت تأخذ؟ إذاً كم  إذاً أنت تقول يجب أن تخفض؟,انظر قلت تاخذ؟ اذا كم اذا انت تقول يجب ان تخفض؟,11,0.0,False,7
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,7
What makes you say you have to subtract?  Cause we say adding?,teacher,12,1,,,0.0,ما الذي يجعلك تقول أنك يجب أن تخفض؟ لأننا نقول إضافة؟,ما الذي يجعلك تقول انك يجب ان تخفض؟ لاننا نقول اضافه؟,11,0.0,False,7
"Because he ate, that means he took some pieces out of the whole thing.",student,14,1,,0.0,,لأنّه أكل، وهذا يعني أنه أخذ بعض القطع من كلّ شيء.,لانه اكل، وهذا يعني انه اخذ بعض القطع من كل شيء.,11,0.0,False,7
Okay.,teacher,1,0,0.0,,0.0,-حسناً,-حسنا,1,0.0,False,7
So he that means he ate one piece out of the six pieces he cut it into.,student,17,0,,0.0,,إذاً هذا يعني أنه أكل قطعة واحدة من الأجزاء الستة التي قطعتها فيها,اذا هذا يعني انه اكل قطعه واحده من الاجزاء السته التي قطعتها فيها,13,0.0,False,7
All right.,teacher,2,0,0.0,,0.0,-حسناً,-حسنا,1,0.0,False,7
And the five-twelve that means he ate five pieces of the twelve pieces he cut it into.,student,17,0,,0.0,,والخمسة عشر يعني أنه أكل خمسة قطع من الأجزاء الثانية عشرة التي قطعها فيها,والخمسه عشر يعني انه اكل خمسه قطع من الاجزاء الثانيه عشره التي قطعها فيها,14,0.2142857142857142,True,7
"Okay.  All right.  Okay guys.  No, no.  Do me a favor.  Read the problem because the objective is reading fractions but if you read the problem correctly you’re gonna say that Mr. C he go again with these tricks.  They’re not funny.  They not funny because I’m reading this here and looking at the objectives and he only put some part but he didn’t put the whole thing.  Here he go with his tricks that I really don’t care much about.  All right? So you begin to read and understand the problem?",teacher,92,2,1.0,,0.0,حسناً. حسناً. حسناً يا رفاق. لا، لا. افعلوا لي معروفاً. اقرأوا المشكلة لأن الهدف هو قراءة الكسور ولكن إذا قرأتم المشكلة بشكل صحيح ستقولون أن السيد سي يستخدم هذه الحيل مرة أخرى.,حسنا. حسنا. حسنا يا رفاق. لا، لا. افعلوا لي معروفا. اقراوا المشكله لان الهدف هو قراءه الكسور ولكن اذا قراتم المشكله بشكل صحيح ستقولون ان السيد سي يستخدم هذه الحيل مره اخري.,32,0.0,False,7
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,7
"Okay.  Stop.  I will come back to you guys. Can you do me a favor?  Circle problem number two.  I know what you’re going to say.  But I gotta give them a break because I know what they did.  All right.  Circle problem number two.  Circle problem number two and solve problem number two.  Okay?  But if you can solve number one guys I’m gonna ask my principal to give me a raise.  Okay? No, no, no.  Solve problem number two.  Okay.  We got three more minutes left to solve problem number two. Okay.  Why don’t you [come for me to a second now].  Okay. What do you notice about the problem number two?",teacher,114,3,,,0.0,حسناً. توقفوا. سأعود إليكم يا رفاق. هل يمكنكم أن تفعلوا لي معروفاً؟ مشكلة الدائرة رقم اثنان. أعرف ما ستقولهون. ولكن يجب أن أعطيهم استراحة لأنني أعرف ما فعلوه. حسناً. مشكلة الدائرة رقم اثنان. مشكلة الدائرة رقم اثنان وحل مشكلة رقم اثنان. حسناً؟ ولكن إذا تمكنتم من حل مشكلة رقم واحد سأطلب من مدير المدرسة أن يعطيني زيادة في المرتبة. حسناً؟ لا، لا، لا. حل مشكلة رقم اثنان. حسناً. لدينا ثلاث دقائق أخرى لحل مشكلة رقم اثنان. حسناً.,حسنا. توقفوا. ساعود اليكم يا رفاق. هل يمكنكم ان تفعلوا لي معروفا؟ مشكله الدائره رقم اثنان. اعرف ما ستقولهون. ولكن يجب ان اعطيهم استراحه لانني اعرف ما فعلوه. حسنا. مشكله الدائره رقم اثنان. مشكله الدائره رقم اثنان وحل مشكله رقم اثنان. حسنا؟ ولكن اذا تمكنتم من حل مشكله رقم واحد ساطلب من مدير المدرسه ان يعطيني زياده في المرتبه. حسنا؟ لا، لا، لا. حل مشكله رقم اثنان. حسنا. لدينا ثلاث دقائق اخري لحل مشكله رقم اثنان. حسنا.,77,0.0389610389610389,True,7
This one?,student,2,0,,,,هذه؟,هذه؟,1,0.0,False,7
What do you do?,teacher,4,0,,,1.0,ماذا تفعلين؟,ماذا تفعلين؟,2,0.0,False,7
I did the LCM.,student,4,1,,,,لقد قمت بـ (الـ (إل سي إم,لقد قمت ب (ال (ال سي ام,7,0.0,False,7
"What?  Are you doing the same page?  What page did you do?  I gotta get my glasses.  See what that happened, when you turned – when you’re older than 25 you need glasses.  Okay. What did you – okay.  What answer did you get to this one?",teacher,47,0,,,1.0,ماذا؟ هل تقوم بنفس الصفحة؟ ما الصفحة التي قمت بها؟ يجب أن أحصل على نظاراتي. انظر ماذا حدث، عندما أصبحت أكبر من 25 تحتاج إلى نظارات. حسناً. ماذا فعلت؟ حسناً. ما الإجابة التي حصلت عليها على هذه؟,ماذا؟ هل تقوم بنفس الصفحه؟ ما الصفحه التي قمت بها؟ يجب ان احصل علي نظاراتي. انظر ماذا حدث، عندما اصبحت اكبر من 25 تحتاج الي نظارات. حسنا. ماذا فعلت؟ حسنا. ما الاجابه التي حصلت عليها علي هذه؟,36,0.0,False,7
I got three-eighths.,student,3,0,,,,حصلت على ثلاثة ثمانية.,حصلت علي ثلاثه ثمانيه.,4,0.25,True,7
For which one?,teacher,3,0,,,0.0,لأي واحدة؟,لاي واحده؟,2,0.0,False,7
For the number two.,student,4,0,,,,من أجل رقم اثنين.,من اجل رقم اثنين.,4,0.0,False,7
"Okay so for problem number two what did you do?  What operation did you do?  Did you add it, subtract it?",teacher,21,2,,,1.0,حسناً إذاً بالنسبة للمشكلة رقم 2 ماذا فعلت؟ ما العملية التي قمت بها؟ هل قمت بإضافةها، أو بإسقاطها؟,حسنا اذا بالنسبه للمشكله رقم 2 ماذا فعلت؟ ما العمليه التي قمت بها؟ هل قمت باضافهها، او باسقاطها؟,17,0.0,False,7
I added.,student,2,0,,,,لقد أضفت,لقد اضفت,2,0.0,False,7
Huh?,teacher,1,0,,,0.0,هاه؟,هاه؟,1,0.0,False,7
I added.,student,2,0,,,,لقد أضفت,لقد اضفت,2,0.0,False,7
Why did you add?,teacher,4,1,,,1.0,لماذا أضفتها؟,لماذا اضفتها؟,2,0.0,False,7
Because he or she?  She took two pieces of different pizza.  I had to add to know how many.,student,19,1,,0.0,,لقد أخذت قطعتين من البيتزا المختلفة,لقد اخذت قطعتين من البيتزا المختلفه,6,0.0,False,7
Okay.  I’m not saying that you’re right.  Now so let’s say you’re right for number two.  Okay.  What about number one?,teacher,21,0,0.0,,1.0,حسناً، أنا لا أقول أنك على حق، الآن لنفترض أنك على حق في رقم اثنين، حسناً، ماذا عن رقم واحد؟,حسنا، انا لا اقول انك علي حق، الان لنفترض انك علي حق في رقم اثنين، حسنا، ماذا عن رقم واحد؟,20,0.0,False,7
